GEO_TTL,GEOID,EMP,ZIP,index_gaz,rho
"Waldorf, MD",8600000US20604,315,20604,,
"Hollywood, MD",8600000US20636,1939,20636,6343.0,20.370940218171825
"Hyattsville, MD",8600000US20783,4353,20783,6423.0,298.5605513102679
"California, MD",8600000US20619,5573,20619,6330.0,137.5471650660509
"Chaptico, MD",8600000US20621,0,20621,6332.0,0.0
"Drayden, MD",8600000US20630,17,20630,6340.0,1.152706565185997
"Benedict, MD",8600000US20612,16,20612,6324.0,26.457476221343246
"Cobb Island, MD",8600000US20625,36,20625,6336.0,28.916498790326468
"Faulkner, MD",8600000US20632,50,20632,6341.0,2.6266052629394716
"Charlotte Hall, MD",8600000US20622,1772,20622,6333.0,18.301762328542722
"Hughesville, MD",8600000US20637,1040,20637,6344.0,12.9743018004239
"Huntingtown, MD",8600000US20639,1458,20639,6345.0,13.447077036164613
"Aquasco, MD",8600000US20608,0,20608,6321.0,0.0
"Brandywine, MD",8600000US20613,1690,20613,6325.0,8.630314807022943
"Coltons Point, MD",8600000US20626,23,20626,6337.0,7.336452920705703
"Accokeek, MD",8600000US20607,1149,20607,6320.0,21.137802466959997
"Great Mills, MD",8600000US20634,352,20634,6342.0,19.822619095083923
"Cheltenham, MD",8600000US20623,141,20623,6334.0,28.272751444015743
"Compton, MD",8600000US20627,12,20627,,
"Washington, DC",8600000US20226,14,20226,,
"Washington, DC",8600000US20251,0,20251,,
"Washington, DC",8600000US20227,0,20227,,
"Washington, DC",8600000US20260,0,20260,6296.0,0.0
"Reston, VA",8600000US20191,20694,20191,6286.0,971.5581903214606
"Reston, VA",8600000US20196,0,20196,,
"Washington, DC",8600000US20228,30,20228,6292.0,367.52094869407557
"Washington, DC",8600000US20212,0,20212,,
"Reston, VA",8600000US20190,37656,20190,6285.0,3223.589801450804
"Waterford, VA",8600000US20197,220,20197,6288.0,6.324197388204216
"Washington, DC",8600000US20229,0,20229,,
"Washington, DC",8600000US20213,0,20213,,
"Washington, DC",8600000US20214,0,20214,,
"Washington, DC",8600000US20301,0,20301,,
"Washington, DC",8600000US20216,0,20216,,
"Washington, DC",8600000US20230,90,20230,6293.0,1621.7677268222362
"Washington, DC",8600000US20217,0,20217,,
"Washington, DC",8600000US20219,0,20219,,
"Washington, DC",8600000US20201,587,20201,,
"Washington, DC",8600000US20220,65,20220,,
"Washington, DC",8600000US20233,0,20233,,
"Washington, DC",8600000US20237,0,20237,,
"Washington, DC",8600000US20240,0,20240,6294.0,0.0
"Washington, DC",8600000US20222,0,20222,,
"Herndon, VA",8600000US20192,47,20192,,
"Washington, DC",8600000US20223,23,20223,,
"The Plains, VA",8600000US20198,515,20198,6289.0,2.7306464083738864
"Washington, DC",8600000US20202,23,20202,6290.0,1228.5668500614283
"Washington, DC",8600000US20242,0,20242,,
"Reston, VA",8600000US20194,1191,20194,6287.0,145.63870766251586
"Washington, DC",8600000US20206,0,20206,,
"Washington, DC",8600000US20224,0,20224,,
"Washington, DC",8600000US20250,153,20250,,
"Washington, DC",8600000US20207,0,20207,,
"Reston, VA",8600000US20195,0,20195,,
"Washington, DC",8600000US20210,311,20210,,
"Warrenton, VA",8600000US20187,2833,20187,6284.0,22.557776333556337
"Warrenton, VA",8600000US20188,0,20188,,
"Park Hall, MD",8600000US20667,24,20667,6357.0,4.592489289932268
"Ironsides, MD",8600000US20643,0,20643,,
"Morganza, MD",8600000US20660,27,20660,6354.0,11.44829399218972
"Issue, MD",8600000US20645,0,20645,6347.0,0.0
"Mechanicsville, MD",8600000US20659,1870,20659,6353.0,7.695628842076136
"Mount Victoria, MD",8600000US20661,0,20661,,
"Patuxent River, MD",8600000US20670,1660,20670,6358.0,67.96084865577535
"Port Republic, MD",8600000US20676,107,20676,6361.0,2.495748306162448
"Nanjemoy, MD",8600000US20662,0,20662,6355.0,0.0
"Prince Freder, K,",8600000US20678,7003,20678,6363.0,63.24971927574438
"La Plata, MD",8600000US20646,6803,20646,6348.0,31.852119416521987
