GEO_TTL,GEOID,EMP,ZIP,index_gaz,rho
"Falls Church, VA",8600000US22046,16345,22046,6799.0,2230.6221777750607
"Merrifield, VA",8600000US22119,0,22119,,
"Chincoteague I, AN",8600000US23336,807,23336,7157.0,16.134298461609635
"Arlington, VA",8600000US22203,20055,22203,6822.0,5046.745622882405
"Fort Belvoir, VA",8600000US22060,2648,22060,6800.0,78.53387225522559
"Mount Vernon, VA",8600000US22121,0,22121,,
"Springfield, VA",8600000US22151,10524,22151,6809.0,794.4236952039953
"Vienna, VA",8600000US22185,0,22185,6816.0,0.0
"West Mclean, VA",8600000US22103,0,22103,,
"Newington, VA",8600000US22122,1525,22122,,
"Quantico, VA",8600000US22134,936,22134,6807.0,15.267510766449593
"Woodbridge, VA",8600000US22191,10295,22191,6817.0,251.4115801712334
"Woodbridge, VA",8600000US22192,20746,22192,6818.0,431.9193882609074
"Lorton, VA",8600000US22079,13077,22079,6802.0,172.67464253529843
"Vienna, VA",8600000US22183,105,22183,,
"Vienna, VA",8600000US22181,744,22181,6814.0,50.47098108532146
"Mc Lean, VA",8600000US22106,0,22106,,
"Woodbridge, VA",8600000US22195,0,22195,,
"Mc Lean, VA",8600000US22107,0,22107,,
"Woodbridge, VA",8600000US22193,5416,22193,6819.0,118.31302060132025
"Arlington, VA",8600000US22202,28048,22202,6821.0,2797.9333120655288
"Temperancevill,  V",8600000US23442,0,23442,7197.0,0.0
"Virginia Beach, VA",8600000US23451,16185,23451,7198.0,339.6518011870374
"Nelsonia, VA",8600000US23414,36,23414,7176.0,9.558447516954296
"Pungoteague, VA",8600000US23422,6,23422,7183.0,0.5543989663785671
"Townsend, VA",8600000US23443,0,23443,,
"Virginia Beach, VA",8600000US23454,22190,23454,7201.0,279.91776245724554
"Keller, VA",8600000US23401,60,23401,7169.0,10.32185434177621
"Virginia Beach, VA",8600000US23450,478,23450,,
"Virginia Beach, VA",8600000US23457,539,23457,7204.0,3.047983200692814
"Franktown, VA",8600000US23354,64,23354,7161.0,7.28354167676689
"New Church, VA",8600000US23415,192,23415,7177.0,2.507241520734437
"Quinby, VA",8600000US23423,92,23423,7184.0,1.0442956265160235
"Virginia Beach, VA",8600000US23452,37235,23452,7199.0,981.996769841161
"Virginia Beach, VA",8600000US23453,3630,23453,7200.0,152.2562871780073
"Virginia Beach, VA",8600000US23456,9242,23456,7203.0,70.52769120757632
"Virginia Beach, VA",8600000US23460,259,23460,7206.0,460.42889217964193
"Wallops Island, VA",8600000US23337,754,23337,7158.0,159.50073308990787
"Virginia Beach, VA",8600000US23464,12126,23464,7209.0,279.16442307964587
"Exmore, VA",8600000US23350,1065,23350,7160.0,14.704505709076118
"Locustville, VA",8600000US23404,0,23404,,
"Parksley, VA",8600000US23421,426,23421,7182.0,5.0891581077420645
"Rescue, VA",8600000US23424,0,23424,,
